Sense 1, Sense 2, Total Words, P(sense1), P(sense2), Log-Likelihood, SENSE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
0, 1, 1, 0.333333333333333, 0.666666666666667, 0.693147180559945, product
1, 0, 1, 0.666666666666667, 0.333333333333333, 0.693147180559945, PHONE
